ID,Age,Agency,Agency Type,Commision (in value),Destination,Distribution Channel,Duration,Gender,Net Sales,Product Name,Claim
53898,36,EPX,Travel Agency,0,SINGAPORE,Online,5,,20,1 way Comprehensive Plan,0
38445,48,SSI,Airlines,5.91,SINGAPORE,Online,50,,21.07,Ticket Protector,0
58985,25,CWT,Travel Agency,11.88,MALAYSIA,Online,14,,19.8,Rental Vehicle Excess Insurance,1
56423,118,JWT,Airlines,80,INDIA,Online,90,F,200,Value Plan,0
52182,34,C2B,Airlines,18,SINGAPORE,Online,66,M,72,Silver Plan,1
26624,36,EPX,Travel Agency,0,CAMBODIA,Online,33,,12,Cancellation Plan,0
3026,55,JZI,Airlines,12.25,HONG KONG,Online,106,M,35,Basic Plan,0
62179,22,EPX,Travel Agency,0,INDONESIA,Online,28,,10,Cancellation Plan,0
17093,36,EPX,Travel Agency,0,MYANMAR,Online,12,,20,2 way Comprehensive Plan,0
53210,36,EPX,Travel Agency,0,THAILAND,Online,197,,20,2 way Comprehensive Plan,0
35248,42,C2B,Airlines,63.21,SINGAPORE,Online,381,M,252.85,Annual Silver Plan,1
1035,48,SSI,Airlines,1.88,SINGAPORE,Online,114,,6.69,Ticket Protector,0
3949,69,EPX,Travel Agency,0,UNITED STATES,Online,151,,112,2 way Comprehensive Plan,0
26947,36,EPX,Travel Agency,0,THAILAND,Online,36,,33,2 way Comprehensive Plan,0
13894,36,EPX,Travel Agency,0,GERMANY,Online,44,,67,Cancellation Plan,0
32229,43,CWT,Travel Agency,41.58,AUSTRALIA,Online,9,,69.3,Rental Vehicle Excess Insurance,0
16172,31,CWT,Travel Agency,29.7,THAILAND,Online,10,,49.5,Rental Vehicle Excess Insurance,1
34456,36,EPX,Travel Agency,0,CHINA,Online,101,,26,2 way Comprehensive Plan,1
49769,38,CWT,Travel Agency,35.64,ICELAND,Online,7,,59.4,Rental Vehicle Excess Insurance,0
25845,47,JZI,Airlines,9.1,CHINA,Online,9,M,26,Basic Plan,1
27184,36,EPX,Travel Agency,0,CHINA,Online,9,,33,Cancellation Plan,0
36895,36,EPX,Travel Agency,0,HONG KONG,Online,12,,20,1 way Comprehensive Plan,0
12713,48,CWT,Travel Agency,29.7,AUSTRALIA,Online,12,,0,Rental Vehicle Excess Insurance,0
38360,36,EPX,Travel Agency,0,AUSTRALIA,Online,55,,44,2 way Comprehensive Plan,0
24545,54,C2B,Airlines,16.41,SINGAPORE,Online,40,F,65.65,Bronze Plan,0
50271,36,EPX,Travel Agency,0,JAPAN,Online,55,,29,Cancellation Plan,0
36728,48,SSI,Airlines,1.01,SINGAPORE,Online,95,,3.61,Ticket Protector,0
52972,49,CWT,Travel Agency,29.7,MALAYSIA,Online,37,,49.5,Rental Vehicle Excess Insurance,0
48982,25,C2B,Airlines,54,SINGAPORE,Online,368,M,216,Annual Silver Plan,1
55915,22,C2B,Airlines,5.63,SINGAPORE,Online,19,M,22.5,Silver Plan,1
59509,48,SSI,Airlines,0.16,SINGAPORE,Online,1,,0.58,Ticket Protector,0
36272,30,C2B,Airlines,7.64,SINGAPORE,Online,8,M,30.55,Bronze Plan,1
16217,36,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,11,,27,2 way Comprehensive Plan,0
47660,36,EPX,Travel Agency,0,JAPAN,Online,15,,44,2 way Comprehensive Plan,1
34803,36,EPX,Travel Agency,0,THAILAND,Online,107,,33,2 way Comprehensive Plan,0
10992,36,EPX,Travel Agency,0,THAILAND,Online,36,,23,2 way Comprehensive Plan,0
26481,38,EPX,Travel Agency,0,SINGAPORE,Online,56,,20,1 way Comprehensive Plan,1
17751,52,JZI,Airlines,20.3,CHINA,Online,10,M,58,Value Plan,0
10231,36,EPX,Travel Agency,0,PHILIPPINES,Online,11,,20,2 way Comprehensive Plan,0
22669,59,JZI,Airlines,7.7,HONG KONG,Online,3,M,-22,Basic Plan,1
40390,23,C2B,Airlines,4.63,SINGAPORE,Online,4,F,18.5,Silver Plan,0
22682,26,C2B,Airlines,5.53,SINGAPORE,Online,14,M,22.1,Bronze Plan,1
27464,22,C2B,Airlines,63.21,SINGAPORE,Online,370,F,252.85,Annual Silver Plan,1
11638,18,JZI,Airlines,6.3,MALAYSIA,Online,39,F,18,Basic Plan,0
43169,36,EPX,Travel Agency,0,SINGAPORE,Online,4,,20,1 way Comprehensive Plan,0
56678,24,C2B,Airlines,14.13,SINGAPORE,Online,41,F,56.5,Bronze Plan,0
31542,26,CWT,Travel Agency,29.7,THAILAND,Online,7,,49.5,Rental Vehicle Excess Insurance,0
9965,44,CWT,Travel Agency,29.7,JAPAN,Online,70,,49.5,Rental Vehicle Excess Insurance,0
27674,36,EPX,Travel Agency,0,AUSTRALIA,Online,37,,80,Cancellation Plan,0
37005,34,EPX,Travel Agency,0,UNITED STATES,Online,28,,111,2 way Comprehensive Plan,0
34831,46,EPX,Travel Agency,0,UNITED STATES,Online,31,,10,Cancellation Plan,0
41277,25,CWT,Travel Agency,17.82,"KOREA, REPUBLIC OF",Online,20,,29.7,Rental Vehicle Excess Insurance,0
24352,46,JZI,Airlines,7.7,THAILAND,Online,25,M,22,Basic Plan,0
23020,26,EPX,Travel Agency,0,UNITED STATES,Online,35,,10,Cancellation Plan,0
34920,47,C2B,Airlines,11.75,SINGAPORE,Online,13,F,47,Bronze Plan,0
57805,35,EPX,Travel Agency,0,SINGAPORE,Online,9,,27,2 way Comprehensive Plan,0
38579,36,EPX,Travel Agency,0,PHILIPPINES,Online,13,,10,Cancellation Plan,0
6086,28,EPX,Travel Agency,0,SINGAPORE,Online,5,,19,Cancellation Plan,0
14573,53,JZI,Airlines,15.4,CHINA,Online,202,M,44,Basic Plan,0
49389,64,TST,Travel Agency,10.5,MALAYSIA,Offline,77,M,30,Travel Cruise Protect,0
39485,27,C2B,Airlines,7.5,SINGAPORE,Online,4,M,30,Silver Plan,1
58896,32,EPX,Travel Agency,0,VIET NAM,Online,22,,17,Cancellation Plan,1
49978,36,EPX,Travel Agency,0,PHILIPPINES,Online,77,,67,2 way Comprehensive Plan,0
21892,36,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,2,,28,1 way Comprehensive Plan,0
43682,33,C2B,Airlines,18,SINGAPORE,Online,19,M,72,Silver Plan,1
28073,52,C2B,Airlines,4.25,SINGAPORE,Online,11,M,17,Bronze Plan,1
38383,36,EPX,Travel Agency,0,MALAYSIA,Online,11,,29,2 way Comprehensive Plan,0
39621,118,JWT,Airlines,12.4,INDIA,Online,2,M,31,Value Plan,0
40076,69,C2B,Airlines,64.8,SINGAPORE,Online,389,F,259.2,Annual Silver Plan,0
4880,30,EPX,Travel Agency,0,INDIA,Online,24,,55,Cancellation Plan,0
53729,24,EPX,Travel Agency,0,UNITED STATES,Online,25,,10,Cancellation Plan,0
40753,35,JZI,Airlines,6.3,PHILIPPINES,Online,16,F,18,Basic Plan,0
2597,36,EPX,Travel Agency,0,CHINA,Online,10,,0,Cancellation Plan,0
28643,36,EPX,Travel Agency,0,NORWAY,Online,128,,48,Cancellation Plan,0
39456,29,C2B,Airlines,5,SINGAPORE,Online,19,M,20,Bronze Plan,1
29568,36,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,36,,34,Cancellation Plan,0
38015,36,EPX,Travel Agency,0,INDIA,Online,212,,14,Cancellation Plan,0
11362,36,EPX,Travel Agency,0,HONG KONG,Online,15,,19,Cancellation Plan,0
1767,39,JZI,Airlines,15.75,CHINA,Online,19,M,45,Value Plan,0
9479,37,C2B,Airlines,54.19,SINGAPORE,Online,365,F,216.75,Annual Silver Plan,0
55912,32,C2B,Airlines,5.63,SINGAPORE,Online,9,M,22.5,Silver Plan,1
30156,17,C2B,Airlines,51.75,SINGAPORE,Online,64,F,207,Gold Plan,1
3770,28,C2B,Airlines,46.96,SINGAPORE,Online,367,F,187.85,Annual Silver Plan,1
38314,43,C2B,Airlines,8.38,SINGAPORE,Online,9,M,33.5,Silver Plan,0
12510,25,EPX,Travel Agency,0,UNITED STATES,Online,93,,94,2 way Comprehensive Plan,0
59078,35,EPX,Travel Agency,0,CHINA,Online,160,,16,Cancellation Plan,0
52088,14,TST,Travel Agency,10.5,MALAYSIA,Offline,31,M,30,Travel Cruise Protect,1
813,36,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,54,,27,2 way Comprehensive Plan,0
38675,48,CWT,Travel Agency,11.88,MALAYSIA,Online,203,,19.8,Rental Vehicle Excess Insurance,0
15464,36,EPX,Travel Agency,0,INDONESIA,Online,21,,28,Cancellation Plan,0
8904,33,JZI,Airlines,7.7,PHILIPPINES,Online,7,M,22,Basic Plan,0
39603,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,82,,57,Cancellation Plan,1
34770,31,CWT,Travel Agency,29.7,ITALY,Online,7,,49.5,Rental Vehicle Excess Insurance,0
49832,36,EPX,Travel Agency,0,CHINA,Online,5,,27,Cancellation Plan,0
61273,25,CWT,Travel Agency,17.82,MALAYSIA,Online,26,,29.7,Rental Vehicle Excess Insurance,0
34237,36,EPX,Travel Agency,0,INDONESIA,Online,58,,22,2 way Comprehensive Plan,0
35456,30,C2B,Airlines,8.13,SINGAPORE,Online,30,M,32.5,Silver Plan,0
23557,34,C2B,Airlines,31.75,SINGAPORE,Online,16,M,127,Silver Plan,1
47869,36,EPX,Travel Agency,0,PHILIPPINES,Online,93,,38,2 way Comprehensive Plan,0
40710,68,EPX,Travel Agency,0,UNITED STATES,Online,16,,80,Cancellation Plan,0
54452,36,EPX,Travel Agency,0,CHINA,Online,50,,46,Cancellation Plan,0
26806,36,EPX,Travel Agency,0,SINGAPORE,Online,1,,10,Cancellation Plan,0
29749,36,EPX,Travel Agency,0,HONG KONG,Online,62,,28,Cancellation Plan,0
43798,36,EPX,Travel Agency,0,MALAYSIA,Online,14,,10,Cancellation Plan,0
55637,36,EPX,Travel Agency,0,SINGAPORE,Online,24,,10,Cancellation Plan,0
43513,31,C2B,Airlines,59.88,SINGAPORE,Online,369,F,239.5,Annual Gold Plan,1
23430,40,EPX,Travel Agency,0,THAILAND,Online,10,,22,Cancellation Plan,0
57121,63,LWC,Travel Agency,26.98,HONG KONG,Online,19,F,41.5,Single Trip Travel Protect Silver,0
8620,36,EPX,Travel Agency,0,SINGAPORE,Online,151,,54,Cancellation Plan,0
7506,69,CWT,Travel Agency,41.58,AUSTRALIA,Online,26,,69.3,Rental Vehicle Excess Insurance,0
56203,36,EPX,Travel Agency,0,SINGAPORE,Online,92,,10,Cancellation Plan,0
45020,36,EPX,Travel Agency,0,INDIA,Online,12,,80,Cancellation Plan,0
29457,33,CWT,Travel Agency,29.7,AUSTRALIA,Online,8,,0,Rental Vehicle Excess Insurance,0
20329,33,JZI,Airlines,9.1,SRI LANKA,Online,9,M,26,Basic Plan,0
38510,31,CWT,Travel Agency,5.94,MALAYSIA,Online,2,,9.9,Rental Vehicle Excess Insurance,0
15471,22,EPX,Travel Agency,0,INDONESIA,Online,29,,10,Cancellation Plan,0
49579,27,C2B,Airlines,5,SINGAPORE,Online,10,F,20,Bronze Plan,0
7717,36,EPX,Travel Agency,0,INDONESIA,Online,6,,20,2 way Comprehensive Plan,0
7391,36,EPX,Travel Agency,0,THAILAND,Online,3,,15,Cancellation Plan,0
61484,53,CWT,Travel Agency,53.46,MALTA,Online,46,,89.1,Rental Vehicle Excess Insurance,0
13976,36,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,43,,45,2 way Comprehensive Plan,0
51009,36,EPX,Travel Agency,0,MALAYSIA,Online,68,,20,2 way Comprehensive Plan,0
57758,32,C2B,Airlines,54,SINGAPORE,Online,368,F,216,Annual Silver Plan,0
54163,118,EPX,Travel Agency,0,CHINA,Offline,19,,33,1 way Comprehensive Plan,1
33157,36,EPX,Travel Agency,0,SINGAPORE,Online,4,,35,1 way Comprehensive Plan,0
53592,37,C2B,Airlines,36,SINGAPORE,Online,22,F,144,Silver Plan,0
41272,49,CWT,Travel Agency,5.94,UNITED KINGDOM,Online,117,,9.9,Rental Vehicle Excess Insurance,0
11633,48,JZI,Airlines,15.4,CHINA,Online,24,M,44,Basic Plan,0
60822,24,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,91,,16,Cancellation Plan,0
27861,36,EPX,Travel Agency,0,INDIA,Online,23,,20,1 way Comprehensive Plan,0
34387,36,CWT,Travel Agency,17.82,MALAYSIA,Online,23,,29.7,Rental Vehicle Excess Insurance,0
41496,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,11,,69,2 way Comprehensive Plan,1
7216,24,EPX,Travel Agency,0,PHILIPPINES,Online,19,,13,Cancellation Plan,0
10214,63,CWT,Travel Agency,17.82,IRELAND,Online,18,,29.7,Rental Vehicle Excess Insurance,0
51970,36,EPX,Travel Agency,0,INDIA,Online,87,,10,Cancellation Plan,0
30469,41,C2B,Airlines,11.75,SINGAPORE,Online,21,F,47,Bronze Plan,1
44049,26,C2B,Airlines,8.38,SINGAPORE,Online,54,F,33.5,Bronze Plan,1
8621,36,EPX,Travel Agency,0,CHINA,Online,17,,25,Cancellation Plan,0
49982,36,EPX,Travel Agency,0,INDIA,Online,21,,33,Cancellation Plan,0
4199,60,CWT,Travel Agency,41.58,AUSTRALIA,Online,23,,69.3,Rental Vehicle Excess Insurance,0
201,36,EPX,Travel Agency,0,CZECH REPUBLIC,Online,25,,80,Cancellation Plan,0
18175,36,EPX,Travel Agency,0,HONG KONG,Online,68,,27,2 way Comprehensive Plan,0
40343,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,75,,10,Cancellation Plan,0
49713,49,RAB,Airlines,6,BRUNEI DARUSSALAM,Online,4,,15,Value Plan,0
15535,45,CWT,Travel Agency,17.82,MALAYSIA,Online,12,,29.7,Rental Vehicle Excess Insurance,0
42215,42,C2B,Airlines,70.2,SINGAPORE,Online,365,M,280.8,Annual Silver Plan,0
8000,36,EPX,Travel Agency,0,CHINA,Online,8,,30,2 way Comprehensive Plan,0
20666,23,EPX,Travel Agency,0,JAPAN,Online,16,,13,Cancellation Plan,0
46791,36,EPX,Travel Agency,0,INDONESIA,Online,12,,29,2 way Comprehensive Plan,0
35389,48,KML,Travel Agency,14.44,INDONESIA,Online,5,M,38,Premier Plan,0
7313,36,EPX,Travel Agency,0,AUSTRALIA,Online,99,,32,2 way Comprehensive Plan,0
6628,36,EPX,Travel Agency,0,CHINA,Online,8,,29,Cancellation Plan,0
41900,36,EPX,Travel Agency,0,THAILAND,Online,10,,27,2 way Comprehensive Plan,0
34390,46,CWT,Travel Agency,23.76,MALAYSIA,Online,61,,39.6,Rental Vehicle Excess Insurance,0
50673,28,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,25,,26,1 way Comprehensive Plan,0
17363,38,EPX,Travel Agency,0,UNITED STATES,Online,67,,86,2 way Comprehensive Plan,0
22682,26,C2B,Airlines,5.53,SINGAPORE,Online,14,M,22.1,Bronze Plan,1
62563,34,C2B,Airlines,6.75,SINGAPORE,Online,57,F,27,Bronze Plan,0
32975,64,EPX,Travel Agency,0,CANADA,Online,58,,80,Cancellation Plan,0
19144,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,11,,55,Cancellation Plan,0
9307,36,EPX,Travel Agency,0,CAMBODIA,Online,64,,31,2 way Comprehensive Plan,0
40210,45,JZI,Airlines,15.75,CHINA,Online,8,M,45,Value Plan,1
21921,50,JZI,Airlines,12.25,HONG KONG,Online,32,F,35,Basic Plan,0
60428,67,C2B,Airlines,4,SINGAPORE,Online,29,F,16,Bronze Plan,0
37874,36,EPX,Travel Agency,0,JAPAN,Online,6,,75,1 way Comprehensive Plan,0
31298,36,EPX,Travel Agency,0,INDIA,Online,16,,10,Cancellation Plan,0
23336,46,C2B,Airlines,63.21,SINGAPORE,Online,365,M,252.85,Annual Silver Plan,1
32272,26,EPX,Travel Agency,0,MYANMAR,Online,50,,20,2 way Comprehensive Plan,0
26540,36,CWT,Travel Agency,23.76,MALAYSIA,Online,29,,39.6,Rental Vehicle Excess Insurance,0
62964,46,C2B,Airlines,5,SINGAPORE,Online,9,F,20,Bronze Plan,1
44526,27,EPX,Travel Agency,0,INDONESIA,Online,44,,10,Cancellation Plan,0
24697,36,EPX,Travel Agency,0,CHINA,Online,6,,40,Cancellation Plan,0
9588,36,EPX,Travel Agency,0,SINGAPORE,Online,50,,63,Cancellation Plan,0
60,36,EPX,Travel Agency,0,INDIA,Online,1,,10,Cancellation Plan,0
19931,36,EPX,Travel Agency,0,INDONESIA,Online,5,,27,2 way Comprehensive Plan,0
16852,27,EPX,Travel Agency,0,MALAYSIA,Online,20,,20,2 way Comprehensive Plan,0
14701,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,94,,23,Cancellation Plan,0
50765,58,C2B,Airlines,5.25,SINGAPORE,Online,51,F,21,Bronze Plan,1
45122,54,C2B,Airlines,4.8,SINGAPORE,Online,4,M,19.2,Bronze Plan,0
4206,41,EPX,Travel Agency,0,UNITED STATES,Online,33,,91,2 way Comprehensive Plan,0
10433,36,EPX,Travel Agency,0,CHINA,Online,77,,34,2 way Comprehensive Plan,0
54152,44,JZI,Airlines,10.5,INDONESIA,Online,38,M,30,Basic Plan,0
47243,28,C2B,Airlines,54,SINGAPORE,Online,365,M,216,Annual Silver Plan,0
52693,36,EPX,Travel Agency,0,HONG KONG,Online,13,,38,2 way Comprehensive Plan,0
1161,45,EPX,Travel Agency,0,INDONESIA,Online,17,,10,Cancellation Plan,0
55076,32,EPX,Travel Agency,0,MEXICO,Online,4,,16,Cancellation Plan,0
38963,69,C2B,Airlines,12.63,SINGAPORE,Online,28,M,50.5,Bronze Plan,0
42031,30,C2B,Airlines,13.25,SINGAPORE,Online,16,F,53,Bronze Plan,1
43891,61,CWT,Travel Agency,35.64,ICELAND,Online,85,,59.4,Rental Vehicle Excess Insurance,1
46848,36,EPX,Travel Agency,0,JAPAN,Online,60,,25,Cancellation Plan,0
33488,39,EPX,Travel Agency,0,INDONESIA,Online,30,,10,Cancellation Plan,0
17782,57,CWT,Travel Agency,5.94,AUSTRIA,Online,28,,9.9,Rental Vehicle Excess Insurance,0
31213,27,C2B,Airlines,6.25,SINGAPORE,Online,8,F,25,Silver Plan,1
15049,27,EPX,Travel Agency,0,SINGAPORE,Online,50,,24,Cancellation Plan,0
23921,48,SSI,Airlines,0.22,SINGAPORE,Online,7,,0.77,Ticket Protector,0
10193,57,CWT,Travel Agency,23.76,AUSTRALIA,Online,8,,39.6,Rental Vehicle Excess Insurance,1
37109,31,C2B,Airlines,3.38,SINGAPORE,Online,4,F,13.5,Bronze Plan,0
21336,34,EPX,Travel Agency,0,JAPAN,Online,11,,13,Cancellation Plan,0
21754,31,CWT,Travel Agency,47.52,AUSTRALIA,Online,52,,79.2,Rental Vehicle Excess Insurance,1
22870,32,C2B,Airlines,4.39,SINGAPORE,Online,5,F,17.55,Bronze Plan,1
29470,71,CWT,Travel Agency,41.58,SOUTH AFRICA,Online,10,,0,Rental Vehicle Excess Insurance,0
36897,36,EPX,Travel Agency,0,MALAYSIA,Online,4,,0,1 way Comprehensive Plan,0
47768,29,C2B,Airlines,6.75,SINGAPORE,Online,10,F,27,Bronze Plan,1
37897,49,JZI,Airlines,7.7,PHILIPPINES,Online,11,F,22,Basic Plan,0
51303,48,SSI,Airlines,0.25,SINGAPORE,Online,31,,0.88,Ticket Protector,0
31209,33,C2B,Airlines,3.38,SINGAPORE,Online,5,F,13.5,Bronze Plan,0
42705,36,EPX,Travel Agency,0,THAILAND,Online,61,,25,2 way Comprehensive Plan,0
51258,33,EPX,Travel Agency,0,MALAYSIA,Online,4,,10,Cancellation Plan,0
32298,40,EPX,Travel Agency,0,UNITED STATES,Online,117,,72,Cancellation Plan,0
55189,73,C2B,Airlines,54,SINGAPORE,Online,378,F,216,Annual Silver Plan,1
19679,31,CWT,Travel Agency,59.4,UNITED STATES,Online,69,,99,Rental Vehicle Excess Insurance,0
47485,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,9,,47,Cancellation Plan,0
18913,36,EPX,Travel Agency,0,HONG KONG,Online,69,,44,Cancellation Plan,0
9086,49,JZI,Airlines,17.15,ITALY,Online,25,M,49,Basic Plan,0
13381,36,EPX,Travel Agency,0,SINGAPORE,Online,4,,31,1 way Comprehensive Plan,0
10875,36,EPX,Travel Agency,0,AUSTRALIA,Online,29,,10,Cancellation Plan,0
46552,33,CWT,Travel Agency,11.88,THAILAND,Online,38,,19.8,Rental Vehicle Excess Insurance,0
47768,29,C2B,Airlines,6.75,SINGAPORE,Online,10,F,27,Bronze Plan,1
61751,35,EPX,Travel Agency,0,UNITED ARAB EMIRATES,Online,2,,16,Cancellation Plan,0
60023,30,C2B,Airlines,13.25,SINGAPORE,Online,28,M,53,Bronze Plan,0
18942,36,EPX,Travel Agency,0,INDONESIA,Online,4,,11,Cancellation Plan,0
1802,40,EPX,Travel Agency,0,THAILAND,Online,24,,20,2 way Comprehensive Plan,0
55387,71,C2B,Airlines,12.75,SINGAPORE,Online,6,M,51,Gold Plan,0
13613,36,EPX,Travel Agency,0,AUSTRALIA,Online,9,,22,2 way Comprehensive Plan,0
20531,53,JZI,Airlines,9.1,AUSTRALIA,Online,13,M,26,Basic Plan,0
28788,36,EPX,Travel Agency,0,SWITZERLAND,Online,36,,112,2 way Comprehensive Plan,1
49345,36,RAB,Airlines,6,BRUNEI DARUSSALAM,Online,5,M,15,Value Plan,0
939,31,CWT,Travel Agency,17.82,MALAYSIA,Online,17,,29.7,Rental Vehicle Excess Insurance,0
20086,28,JZI,Airlines,6.3,INDONESIA,Online,4,F,18,Basic Plan,0
57283,58,EPX,Travel Agency,0,SINGAPORE,Online,16,,20,1 way Comprehensive Plan,0
11658,34,C2B,Airlines,8.06,SINGAPORE,Online,5,M,32.25,Gold Plan,0
4169,33,JZI,Airlines,12.95,THAILAND,Online,18,M,37,Basic Plan,0
14924,49,JZI,Airlines,9.1,CHINA,Online,9,F,26,Basic Plan,0
7621,36,EPX,Travel Agency,0,SINGAPORE,Online,9,,14,Cancellation Plan,0
767,61,CCR,Travel Agency,9.57,MALAYSIA,Offline,150,F,29,Comprehensive Plan,0
61986,48,C2B,Airlines,6.75,SINGAPORE,Online,10,F,27,Bronze Plan,1
21688,30,JZI,Airlines,7.7,PHILIPPINES,Online,6,M,22,Basic Plan,0
12694,48,ART,Airlines,1.34,MALAYSIA,Online,26,M,3.82,24 Protect,0
3916,56,CCR,Travel Agency,9.57,THAILAND,Offline,142,F,29,Comprehensive Plan,0
32553,36,EPX,Travel Agency,0,THAILAND,Online,29,,23,Cancellation Plan,0
52079,88,TST,Travel Agency,10.5,MALAYSIA,Offline,17,F,30,Travel Cruise Protect,0
57457,36,EPX,Travel Agency,0,JAPAN,Online,6,,17,Cancellation Plan,1
41879,36,EPX,Travel Agency,0,CHINA,Online,11,,29,2 way Comprehensive Plan,0
33127,27,EPX,Travel Agency,0,UNITED STATES,Online,19,,14,Cancellation Plan,0
3097,36,EPX,Travel Agency,0,PHILIPPINES,Online,20,,58,2 way Comprehensive Plan,0
56983,29,C2B,Airlines,4,SINGAPORE,Online,5,F,16,Bronze Plan,1
8424,36,EPX,Travel Agency,0,JAPAN,Online,31,,23,Cancellation Plan,0
23347,44,CWT,Travel Agency,41.58,UNITED STATES,Online,21,,0,Rental Vehicle Excess Insurance,0
51392,36,EPX,Travel Agency,0,AUSTRALIA,Online,7,,112,2 way Comprehensive Plan,0
12705,38,C2B,Airlines,72.94,SINGAPORE,Online,383,M,291.75,Annual Silver Plan,1
30343,47,EPX,Travel Agency,0,HONG KONG,Online,19,,20,2 way Comprehensive Plan,0
5049,28,EPX,Travel Agency,0,UNITED STATES,Online,249,,80,Cancellation Plan,0
32851,70,C2B,Airlines,8.63,SINGAPORE,Online,17,F,34.5,Bronze Plan,0
34268,36,EPX,Travel Agency,0,HONG KONG,Online,27,,13,Cancellation Plan,1
52820,40,C2B,Airlines,54,SINGAPORE,Online,364,M,216,Annual Silver Plan,1
24100,36,EPX,Travel Agency,0,MAURITIUS,Online,65,,80,Cancellation Plan,0
28376,36,EPX,Travel Agency,0,CHINA,Online,94,,37,2 way Comprehensive Plan,0
32708,28,C2B,Airlines,16.41,SINGAPORE,Online,33,M,65.65,Bronze Plan,1
17040,51,C2B,Airlines,6.01,SINGAPORE,Online,6,M,24.05,Silver Plan,0
33762,41,TTW,Travel Agency,0,SINGAPORE,Offline,365,M,97,Individual Comprehensive Plan,1
22954,21,EPX,Travel Agency,0,INDONESIA,Online,40,,25,2 way Comprehensive Plan,0
2417,36,EPX,Travel Agency,0,UNITED ARAB EMIRATES,Online,34,,39,Cancellation Plan,0
5567,36,EPX,Travel Agency,0,SINGAPORE,Online,8,,11,Cancellation Plan,0
42465,36,EPX,Travel Agency,0,MYANMAR,Online,222,,20,2 way Comprehensive Plan,0
29270,36,EPX,Travel Agency,0,MALAYSIA,Online,3,,20,2 way Comprehensive Plan,0
56304,39,C2B,Airlines,54,SINGAPORE,Online,365,M,216,Annual Silver Plan,1
18125,36,C2B,Airlines,63.21,SINGAPORE,Online,364,F,252.85,Annual Silver Plan,0
23795,49,CWT,Travel Agency,29.7,NETHERLANDS,Online,106,,49.5,Rental Vehicle Excess Insurance,0
4766,31,CWT,Travel Agency,23.76,AUSTRALIA,Online,31,,39.6,Rental Vehicle Excess Insurance,0
17431,36,EPX,Travel Agency,0,CHINA,Online,21,,24,Cancellation Plan,0
53518,36,EPX,Travel Agency,0,PHILIPPINES,Online,5,,20,1 way Comprehensive Plan,0
29398,62,JZI,Airlines,7.7,MALAYSIA,Online,11,M,22,Basic Plan,0
60390,28,JZI,Airlines,12.25,JAPAN,Online,39,M,35,Basic Plan,0
33962,30,C2B,Airlines,7.38,SINGAPORE,Online,168,M,29.5,Bronze Plan,1
55040,36,EPX,Travel Agency,0,PHILIPPINES,Online,9,,42,2 way Comprehensive Plan,0
22559,36,EPX,Travel Agency,0,"TANZANIA, UNITED REPUBLIC OF",Online,12,,0,Cancellation Plan,0
7402,36,EPX,Travel Agency,0,CHINA,Online,54,,0,Cancellation Plan,0
11922,34,CWT,Travel Agency,5.94,MALAYSIA,Online,30,,9.9,Rental Vehicle Excess Insurance,0
62219,71,JZI,Airlines,23.45,UNITED KINGDOM,Online,23,M,67,Value Plan,0
48841,16,C2B,Airlines,54,SINGAPORE,Online,373,F,216,Annual Silver Plan,1
25472,51,CWT,Travel Agency,41.58,NETHERLANDS,Online,39,,69.3,Rental Vehicle Excess Insurance,0
62158,35,EPX,Travel Agency,0,INDIA,Online,66,,30,2 way Comprehensive Plan,0
33842,36,EPX,Travel Agency,0,AUSTRALIA,Online,13,,97,2 way Comprehensive Plan,0
19661,49,C2B,Airlines,97.34,SINGAPORE,Online,364,M,389.35,Annual Gold Plan,1
61160,35,EPX,Travel Agency,0,MALAYSIA,Online,18,,39,Cancellation Plan,0
11318,22,EPX,Travel Agency,0,THAILAND,Online,6,,17,Cancellation Plan,0
54900,51,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,10,,39,1 way Comprehensive Plan,0
42843,50,CWT,Travel Agency,5.94,ITALY,Online,12,,0,Rental Vehicle Excess Insurance,0
22873,26,C2B,Airlines,7.47,SINGAPORE,Online,15,F,29.9,Bronze Plan,1
25689,65,CWT,Travel Agency,11.88,CANADA,Online,18,,19.8,Rental Vehicle Excess Insurance,0
15519,31,CWT,Travel Agency,47.52,NEW ZEALAND,Online,31,,79.2,Rental Vehicle Excess Insurance,0
50492,26,JZI,Airlines,9.1,CHINA,Online,13,M,26,Basic Plan,0
3638,40,EPX,Travel Agency,0,UNITED STATES,Online,47,,112,2 way Comprehensive Plan,1
